passengers,year,month,timestamp,trend,month__1,month__2,month__3,month__4,month__5,month__6,month__7,month__8,month__9,month__10,month__11,month__12,seasonal,trend_seasonal,remainder,noise,lag1
88,1950,2,13,109.57366960078889,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,85.3848484848485,2.6151515151514957,-6.97412896141982,-17.475757575757527
112,1950,3,14,111.89131398934529,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,118.38484848484848,-6.384848484848476,-4.754281142900156,2.6151515151514957
103,1950,4,15,114.2089583779017,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,111.29393939393938,-8.293939393939382,9.800024933898886,-6.384848484848476
87,1950,5,16,116.5266027664581,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,113.11212121212125,-26.112121212121252,-15.674003274641105,-8.293939393939382
123,1950,6,17,118.8442471550145,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,143.65757575757578,-20.657575757575785,-13.732831102531895,-26.112121212121252
151,1950,7,18,121.1618915435709,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,169.2939393939394,-18.29393939393941,-22.58632269537838,-20.657575757575785
151,1950,8,19,123.4795359321273,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,170.2030303030303,-19.20303030303029,6.14543761922334,-18.29393939393941
136,1950,9,20,125.79718032068371,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,139.2030303030303,-3.203030303030289,4.60770188274394,-19.20303030303029
99,1950,10,21,128.1148247092401,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,109.56666666666669,-10.566666666666691,5.426758950789504,-3.203030303030289
68,1950,11,22,130.4324690977965,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,80.65757575757577,-12.65757575757577,1.1010583818781434,-10.566666666666691
110,1950,12,23,132.75011348635292,0,0,0,0,0,0,0,0,0,0,0,1,220.0,108.47575757575756,1.5242424242424448,0.15171271260491084,-12.65757575757577
117,1951,1,24,135.06775787490932,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,115.35681818181814,1.6431818181818585,-7.865429797830512,1.5242424242424448
125,1951,2,25,137.38540226346572,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,113.2659090909091,11.734090909090895,-7.110573148931701,1.6431818181818585
161,1951,3,26,139.70304665202212,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,146.2659090909091,14.734090909090895,1.929676735932386,11.734090909090895
142,1951,4,27,142.02069104057853,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,139.17499999999998,2.825000000000017,14.542368153763753,14.734090909090895
154,1951,5,28,144.33833542913493,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,140.99318181818185,13.006818181818147,5.746943889097633,2.825000000000017
161,1951,6,29,146.65597981769133,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,171.5386363636364,-10.538636363636414,-14.140431502202265,13.006818181818147
185,1951,7,30,148.97362420624773,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,197.17500000000004,-12.17500000000004,-18.760232047300782,-10.538636363636414
185,1951,8,31,151.29126859480414,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,198.08409090909092,-13.084090909090918,-1.3858702850639368,-12.17500000000004
168,1951,9,32,153.60891298336054,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,167.08409090909092,0.9159090909090821,-2.935041210800877,-13.084090909090918
141,1951,10,33,155.92655737191694,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,137.4477272727273,3.552272727272708,0.35005061551234795,0.9159090909090821
119,1951,11,34,158.24420176047335,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,108.53863636363639,10.461363636363615,7.985618263698774,3.552272727272708
146,1951,12,35,160.56184614902975,0,0,0,0,0,0,0,0,0,0,0,1,220.0,136.35681818181817,9.64318181818183,7.5766855120197505,10.461363636363615
152,1952,1,36,162.87949053758615,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,143.23787878787874,8.762121212121258,-22.355266896558167,9.64318181818183
163,1952,2,37,165.19713492614255,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,141.14696969696973,21.853030303030266,1.5090664397158224,8.762121212121258
179,1952,3,38,167.51477931469896,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,174.1469696969697,4.853030303030295,14.685785680865752,21.853030303030266
165,1952,4,39,169.83242370325536,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,167.0560606060606,-2.056060606060612,-1.0396316799787397,4.853030303030295
167,1952,5,40,172.15006809181176,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,168.87424242424248,-1.8742424242424818,-14.772458602809465,-2.056060606060612
205,1952,6,41,174.46771248036816,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,199.41969696969701,5.580303030302986,10.373489934772469,-1.8742424242424818
217,1952,7,42,176.78535686892457,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,225.05606060606064,-8.05606060606064,4.458832485688394,5.580303030302986
229,1952,8,43,179.10300125748097,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,225.96515151515152,3.0348484848484816,17.968276140291522,-8.05606060606064
196,1952,9,44,181.42064564603737,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,194.96515151515155,1.0348484848484532,16.32332106133495,3.0348484848484816
176,1952,10,45,183.73829003459377,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,165.32878787878792,10.67121212121208,-4.45180496367043,1.0348484848484532
154,1952,11,46,186.05593442315018,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,136.419696969697,17.580303030303014,0.6143999903852864,10.67121212121208
180,1952,12,47,188.37357881170658,0,0,0,0,0,0,0,0,0,0,0,1,220.0,164.2378787878788,15.762121212121201,10.856697561943509,17.580303030303014
182,1953,1,48,190.69122320026295,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,171.11893939393937,10.881060606060629,-11.3479904927084,15.762121212121201
182,1953,2,49,193.00886758881936,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,169.02803030303033,12.971969696969666,18.252447634918855,10.881060606060629
223,1953,3,50,195.32651197737576,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,202.02803030303033,20.971969696969666,-6.467774041521903,12.971969696969666
222,1953,4,51,197.64415636593216,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,194.9371212121212,27.062878787878788,0.6353486031500405,20.971969696969666
216,1953,5,52,199.96180075448856,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,196.75530303030308,19.244696969696918,-10.543922004577492,27.062878787878788
230,1953,6,53,202.27944514304497,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,227.30075757575764,2.6992424242423567,-0.28913938018843266,19.244696969696918
249,1953,7,54,204.59708953160137,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,252.93712121212127,-3.9371212121212693,8.742177043568653,2.6992424242423567
256,1953,8,55,206.91473392015777,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,253.84621212121215,2.1537878787878526,-10.923577749944775,-3.9371212121212693
224,1953,9,56,209.23237830871417,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,222.84621212121215,1.1537878787878526,15.920489913351863,2.1537878787878526
198,1953,10,57,211.55002269727058,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,193.20984848484852,4.790151515151479,11.129302104123045,1.1537878787878526
163,1953,11,58,213.86766708582698,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,164.30075757575761,-1.3007575757576149,-7.9125514833454815,4.790151515151479
188,1953,12,59,216.18531147438338,0,0,0,0,0,0,0,0,0,0,0,1,220.0,192.1189393939394,-4.1189393939393995,-1.9801548277835814,-1.3007575757576149
191,1954,1,60,218.50295586293979,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,198.99999999999997,-7.999999999999972,-2.963596720917738,-4.1189393939393995
173,1954,2,61,220.8206002514962,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,196.90909090909093,-23.909090909090935,-4.760417117315081,-7.999999999999972
222,1954,3,62,223.1382446400526,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,229.90909090909096,-7.909090909090963,20.583786564067097,-23.909090909090935
215,1954,4,63,225.455889028609,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,222.8181818181818,-7.818181818181813,12.373878713753484,-7.909090909090963
221,1954,5,64,227.7735334171654,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,224.63636363636368,-3.636363636363683,4.415140990742405,-7.818181818181813
249,1954,6,65,230.0911778057218,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,255.18181818181824,-6.181818181818244,-4.190941707471692,-3.636363636363683
280,1954,7,66,232.4088221942782,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,280.81818181818187,-0.8181818181818699,4.740606857350759,-6.181818181818244
273,1954,8,67,234.7264665828346,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,281.72727272727275,-8.727272727272748,1.403943374283545,-0.8181818181818699
244,1954,9,68,237.044110971391,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,250.72727272727278,-6.727272727272776,-5.756228449622405,-8.727272727272748
216,1954,10,69,239.3617553599474,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,221.09090909090915,-5.09090909090915,-8.018785014601432,-6.727272727272776
190,1954,11,70,241.6793997485038,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,192.18181818181822,-2.1818181818182154,9.293783851636695,-5.09090909090915
216,1954,12,71,243.99704413706021,0,0,0,0,0,0,0,0,0,0,0,1,220.0,220.0,-4.0,-6.384230259781956,-2.1818181818182154
229,1955,1,72,246.31468852561662,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,226.8810606060606,2.1189393939393995,-9.65873043629631,-4.0
220,1955,2,73,248.63233291417302,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,224.79015151515156,-4.790151515151564,2.5994219093834454,2.1189393939393995
251,1955,3,74,250.94997730272942,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,257.7901515151516,-6.790151515151592,-8.236842967624938,-4.790151515151564
253,1955,4,75,253.26762169128583,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,250.69924242424244,2.300757575757558,15.966269356762943,-6.790151515151592
254,1955,5,76,255.58526607984223,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,252.51742424242428,1.4825757575757166,7.1283525917314075,2.300757575757558
290,1955,6,77,257.90291046839866,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,283.06287878787884,6.937121212121156,1.8707873791156113,1.4825757575757166
324,1955,7,78,260.220554856955,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,308.69924242424247,15.30075757575753,23.847052308351657,6.937121212121156
313,1955,8,79,262.53819924551146,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,309.60833333333335,3.3916666666666515,15.947967904213007,15.30075757575753
287,1955,9,80,264.8558436340678,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,278.60833333333335,8.391666666666652,-17.49429065651671,3.3916666666666515
257,1955,10,81,267.17348802262427,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,248.97196969696975,8.02803030303025,-1.1905276283595114,8.391666666666652
224,1955,11,82,269.4911324111806,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,220.06287878787884,3.9371212121211556,-0.030198492646386545,8.02803030303025
261,1955,12,83,271.8087767997371,0,0,0,0,0,0,0,0,0,0,0,1,220.0,247.8810606060606,13.1189393939394,6.4516928389872525,3.9371212121211556
265,1956,1,84,274.1264211882934,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,254.7621212121212,10.237878787878799,-9.911296957432606,13.1189393939394
260,1956,2,85,276.4440655768499,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,252.6712121212122,7.328787878787807,-3.680122369007824,10.237878787878799
291,1956,3,86,278.7617099654062,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,285.6712121212122,5.328787878787807,-20.985444100073853,7.328787878787807
288,1956,4,87,281.0793543539627,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,278.58030303030307,9.419696969696929,-14.137524029132404,5.328787878787807
292,1956,5,88,283.39699874251903,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,280.39848484848494,11.60151515151506,16.940776880086915,9.419696969696929
331,1956,6,89,285.7146431310755,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,310.94393939393944,20.056060606060555,3.16132243621907,11.60151515151506
355,1956,7,90,288.03228751963184,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,336.58030303030307,18.41969696969693,22.181358163367246,20.056060606060555
350,1956,8,91,290.3499319081883,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,337.489393939394,12.510606060605994,-19.684373245784418,18.41969696969693
318,1956,9,92,292.66757629674464,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,306.489393939394,11.510606060605994,3.1829832945043064,12.510606060605994
283,1956,10,93,294.9852206853011,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,276.8530303030303,6.146969696969677,6.016731786637367,11.510606060605994
255,1956,11,94,297.30286507385745,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,247.94393939393944,7.056060606060555,2.3916608884221153,6.146969696969677
283,1956,12,95,299.6205094624139,0,0,0,0,0,0,0,0,0,0,0,1,220.0,275.7621212121212,7.237878787878799,-9.541258871825981,7.056060606060555
290,1957,1,96,301.93815385097025,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,282.6431818181818,7.356818181818198,-7.497480767786083,7.237878787878799
279,1957,2,97,304.25579823952665,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,280.5522727272728,-1.5522727272727934,-0.7883387479920019,7.356818181818198
319,1957,3,98,306.57344262808306,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,313.5522727272728,5.447727272727207,-10.783836538910407,-1.5522727272727934
313,1957,4,99,308.89108701663946,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,306.46136363636367,6.5386363636363285,-11.807138078615697,5.447727272727207
318,1957,5,100,311.20873140519586,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,308.27954545454554,9.720454545454459,10.841310840488061,6.5386363636363285
360,1957,6,101,313.52637579375227,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,338.8250000000001,21.174999999999898,-0.7725439225560335,9.720454545454459
384,1957,7,102,315.84402018230867,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,364.4613636363637,19.53863636363627,-1.4352004434423606,21.174999999999898
385,1957,8,103,318.16166457086507,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,365.3704545454546,19.629545454545394,-0.16215067287926704,19.53863636363627
349,1957,9,104,320.4793089594215,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,334.3704545454546,14.629545454545394,17.974588049135427,19.629545454545394
313,1957,10,105,322.7969533479779,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,304.734090909091,8.26590909090902,2.1966699970882284,14.629545454545394
282,1957,11,106,325.1145977365343,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,275.82500000000005,6.1749999999999545,11.709516430456791,8.26590909090902
305,1957,12,107,327.4322421250907,0,0,0,0,0,0,0,0,0,0,0,1,220.0,303.6431818181818,1.3568181818181984,13.21295102818668,6.1749999999999545
308,1958,1,108,329.7498865136471,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,310.5242424242424,-2.524242424242402,-1.540454118366428,1.3568181818181984
292,1958,2,109,332.0675309022035,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,308.4333333333334,-16.433333333333394,6.852357346996593,-2.524242424242402
323,1958,3,110,334.3851752907599,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,341.4333333333334,-18.433333333333394,-23.74009222077146,-16.433333333333394
313,1958,4,111,336.7028196793163,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,334.3424242424243,-21.342424242424272,-0.02649685070551582,-18.433333333333394
323,1958,5,112,339.0204640678727,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,336.16060606060614,-13.160606060606142,23.335018536281137,-21.342424242424272
367,1958,6,113,341.3381084564291,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,366.7060606060607,0.29393939393929713,4.733291758579471,-13.160606060606142
397,1958,7,114,343.6557528449855,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,392.34242424242433,4.657575757575671,-6.061696486595051,0.29393939393929713
405,1958,8,115,345.9733972335419,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,393.2515151515152,11.748484848484793,7.5105237698441885,4.657575757575671
349,1958,9,116,348.2910416220983,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,362.2515151515152,-13.251515151515207,-16.683601123696114,11.748484848484793
321,1958,10,117,350.6086860106547,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,332.6151515151516,-11.615151515151581,3.536507672062372,-13.251515151515207
286,1958,11,118,352.9263303992111,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,303.70606060606065,-17.706060606060646,6.737366047185444,-11.615151515151581
306,1958,12,119,355.2439747877675,0,0,0,0,0,0,0,0,0,0,0,1,220.0,331.52424242424246,-25.52424242424246,-3.2931467537617456,-17.706060606060646
321,1959,1,120,357.5616191763239,1,0,0,0,0,0,0,0,0,0,0,0,198.99999999999997,338.40530303030306,-17.40530303030306,-10.441658924025315,-25.52424242424246
309,1959,2,121,359.8792635648803,0,1,0,0,0,0,0,0,0,0,0,0,196.90909090909088,336.31439393939405,-27.31439393939405,-25.782531769147504,-17.40530303030306
350,1959,3,122,362.1969079534367,0,0,1,0,0,0,0,0,0,0,0,0,229.90909090909088,369.314393939394,-19.314393939393995,-12.316299525552337,-27.31439393939405
344,1959,4,123,364.5145523419931,0,0,0,1,0,0,0,0,0,0,0,0,222.8181818181818,362.2234848484849,-18.223484848484873,8.186448608974336,-19.314393939393995
359,1959,5,124,366.8321967305495,0,0,0,0,1,0,0,0,0,0,0,0,224.63636363636365,364.0416666666668,-5.041666666666799,-10.865873700596806,-18.223484848484873
388,1959,6,125,369.14984111910593,0,0,0,0,0,1,0,0,0,0,0,0,255.18181818181816,394.5871212121213,-6.587121212121303,-1.4422517725966955,-5.041666666666799
425,1959,7,126,371.46748550766233,0,0,0,0,0,0,1,0,0,0,0,0,280.8181818181818,420.22348484848493,4.776515151515071,-3.223578804202423,-6.587121212121303
430,1959,8,127,373.78512989621873,0,0,0,0,0,0,0,1,0,0,0,0,281.72727272727275,421.13257575757586,8.867424242424136,-4.170772208075618,4.776515151515071
383,1959,9,128,376.10277428477514,0,0,0,0,0,0,0,0,1,0,0,0,250.72727272727275,390.1325757575758,-7.1325757575758075,-15.883651578418247,8.867424242424136
351,1959,10,129,378.42041867333154,0,0,0,0,0,0,0,0,0,1,0,0,221.0909090909091,360.4962121212122,-9.496212121212182,11.847192824344006,-7.1325757575758075
323,1959,11,130,380.73806306188794,0,0,0,0,0,0,0,0,0,0,1,0,192.1818181818182,331.5871212121213,-8.587121212121303,-10.794586628847483,-9.496212121212182
350,1959,12,131,383.05570745044434,0,0,0,0,0,0,0,0,0,0,0,1,220.0,359.40530303030306,-9.40530303030306,9.173123769251688,-8.587121212121303
